date,year,month,week,quarter,season,holiday,promotion,discount,tv_spend,radio_spend,search_spend,facebook_spend,instagram_spend,youtube_spend,display_spend,email_spend,affiliate_spend,competitor_spend,price,inflation,consumer_confidence,sales,revenue,orders,profit,trend,tv_spend_adstock,radio_spend_adstock,search_spend_adstock,facebook_spend_adstock,instagram_spend_adstock,youtube_spend_adstock,display_spend_adstock,email_spend_adstock,affiliate_spend_adstock,tv_spend_hill,radio_spend_hill,search_spend_hill,facebook_spend_hill,instagram_spend_hill,youtube_spend_hill,display_spend_hill,email_spend_hill,affiliate_spend_hill
2022-03-13,2022,3,10,1,Spring,0,0,0,856146.61,93321.51,497776.67,319074.97,272232.23,386474.24,234509.16,140028.42,143260.67,1265414.61,490.22,5.47,96.52,11957,5861560.54,10818,2035320.54,10,3948622.06,254071.83,712150.63,898043.4,645783.38,1388125.55,354030.09,158787.84,209034.53,0.8102833482328108,0.44620524869982364,0.5077434816716222,0.7184885155399771,0.6322368127492868,0.7184662438717706,0.6028861098869811,0.6244872913838714,0.5447427753465576
2022-03-20,2022,3,11,1,Spring,0,0,0,840067.1,111673.4,549791.05,345827.95,311895.42,384042.89,240694.52,52847.81,81798.35,1086790.14,505.95,5.36,107.79,12589,6369404.55,11564,2340924.55,11,3998964.75,238709.32,763436.24,884653.99,667076.28,1355730.78,382306.56,84605.38,154960.44,0.8131873997828042,0.42626738014555465,0.5389580487278435,0.7136017272187002,0.6434764720456009,0.7102756351404936,0.6247394875763156,0.454156721002748,0.45518449582103926
2022-03-27,2022,3,12,1,Spring,0,1,37,928684.09,216781.56,501174.74,370545.99,308148.6,414326.73,178409.36,102473.93,139730.3,1236453.64,481.54,6.06,102.78,13613,6555204.02,12108,2199044.02,12,4127855.89,336136.22,730205.61,901338.39,675040.55,1363338.27,331331.98,119395.01,193966.45,0.8203085760944515,0.536896365356574,0.5190014622591084,0.7196722118148848,0.6475501205316232,0.7122292638575053,0.5837026488115351,0.5485946088801007,0.5224034955201645
2022-04-03,2022,4,13,2,Spring,0,0,0,752302.03,190682.47,429890.41,272793.18,158812.55,361843.95,190684.74,63643.1,151383.09,1034797.02,510.08,6.73,104.06,11236,5731258.88,10752,2135738.88,13,4054586.74,358750.58,648952.09,813596.21,530084.85,1316180.74,323217.53,87522.1,219271.35,0.8163146273864761,0.5578641736094962,0.46597800440768755,0.6854580270247242,0.5611139662088748,0.6998097592006551,0.5764550150926419,0.4634138224646529,0.5589307728534327
2022-04-10,2022,4,14,2,Spring,0,0,0,748357.75,133908.8,355700.74,363492.1,243905.56,334378.64,140441.62,72139.52,104985.15,1286158.84,517.36,5.68,96.72,10384,5372266.24,9731,2049386.24,14,3992027.14,313284.09,550386.37,851649.83,535452.23,1255705.16,269728.63,89643.94,181730.12,0.8127914122447949,0.514077858686276,0.3934513143891967,0.7010091049830257,0.5648319918447919,0.6827480040977136,0.5227708762167204,0.46997191879542516,0.5028697320452332
2022-04-17,2022,4,15,2,Spring,0,1,37,855499.38,128991.81,568490.76,309217.47,282465.75,388242.96,224622.98,97681.72,154320.11,1401065.69,492.44,5.09,92.31,12860,6332778.4,12297,2217578.4,15,4049121.09,285633.85,733606.67,820207.37,576964.48,1267236.57,332514.43,115610.51,217925.65,0.81601103602003,0.4840570945136898,0.5210891857438841,0.6882431341292569,0.5921353069498922,0.6861044650408342,0.5847410523376632,0.5398061677640105,0.5571088264292916
2022-04-24,2022,4,16,2,Spring,0,0,0,749924.83,131429.43,430325.03,280134.99,183100.34,332865.57,207463.57,109534.23,123199.56,1401575.0,488.1,5.44,103.53,10056,4908333.6,9032,1690413.6,16,3989221.7,274246.36,650407.03,772259.41,500430.8,1219931.17,340469.34,132656.33,199473.54,0.8126309031995534,0.47086246525273173,0.46698123809472897,0.6671981631289847,0.5397490976787105,0.6720109879961675,0.5916128890753654,0.5770929118979786,0.5307784590916639
2022-05-01,2022,5,17,2,Spring,0,0,0,757987.05,209128.52,465061.4,230124.76,268356.79,333652.54,165513.56,118555.53,93800.95,1288187.22,475.75,5.67,104.65,11098,5279873.5,10547,1728513.5,17,3949364.41,346251.7,660183.51,693480.41,543593.73,1187604.36,301701.3,145086.8,163616.69,0.8103266911312262,0.5464651791370739,0.473671253503139,0.6279386775879844,0.5703873855725984,0.6618700317604191,0.556155052987473,0.6009387729831996,0.47140212151051725
2022-05-08,2022,5,18,2,Spring,0,1,21,792162.08,152335.43,562572.28,254166.84,188917.36,384185.04,187988.23,45118.45,121286.16,1129990.52,529.16,4.56,104.42,11843,6266841.88,11188,2477081.88,18,3951653.61,325461.28,760627.33,670255.08,487893.91,1215508.09,308668.75,74135.81,178552.0,0.8104602495164618,0.5264501184605442,0.5373089607690528,0.6151187308793137,0.5302817950013129,0.6706485313184238,0.5629072195116095,0.41843561550071046,0.49757692629851485
2022-05-15,2022,5,19,2,Spring,0,1,21,779869.12,170918.5,487882.25,193143.17,217820.22,323836.55,183845.85,89568.24,118186.76,1043891.79,489.69,5.63,101.05,11158,5463961.02,10423,1893401.02,19,3941192.01,333649.14,716070.45,595296.22,486161.87,1174692.21,307313.35,104395.4,180679.96,0.8098486685922162,0.5344950485662368,0.510212778794915,0.5693308718789043,0.5289528437710891,0.6576984605207896,0.5616074538032344,0.5118270359338376,0.5011311296234439
2022-05-22,2022,5,20,2,Spring,0,0,0,800001.0,122553.67,434701.07,257452.12,291521.99,254340.13,123398.67,112487.62,119951.5,1031975.39,496.03,5.67,95.16,10429,5173096.87,9699,1835816.87,20,3952954.61,289378.24,649522.2,614629.85,558911.02,1076624.68,246324.01,133366.7,183189.49,0.8105360869540883,0.4882865912068413,0.46637135124247175,0.5818224888985841,0.5805700774420016,0.6235999423274238,0.49555617658912987,0.5785260297218588,0.5052690741514846
2022-05-29,2022,5,21,2,Spring,0,0,0,786617.42,135808.55,510052.88,356406.54,190109.07,276239.0,218564.3,33610.51,129763.35,863253.95,506.0,6.03,112.19,11292,5713752.0,10223,2100312.0,21,3948981.11,280497.67,704909.54,725184.45,497510.13,1029876.28,317093.9,60283.85,193879.67,0.8103043137154253,0.4781683464889298,0.5031450748854313,0.6444906352368661,0.537567194235147,0.6057279466807426,0.5708412938782276,0.3643075288100703,0.5222695143175138
2022-06-05,2022,6,22,2,Summer,0,0,0,617739.46,161570.05,470329.94,219021.84,255807.99,314445.12,149938.27,83576.6,145186.99,1283262.69,505.64,5.99,102.4,10319,5217699.16,9755,1915619.16,22,3776924.34,301818.88,681802.8,654132.51,529438.56,1035358.51,276775.83,95633.37,213044.87,0.7998196181285585,0.5019644938958587,0.48814927897143734,0.6058552707675825,0.5606632642160794,0.6078813441277049,0.5304862313610926,0.4877241661812465,0.550392118850149
2022-06-12,2022,6,23,2,Summer,0,0,0,829869.84,149426.71,479911.82,384877.2,152569.78,311489.78,151400.1,75872.09,144699.93,1187659.74,514.93,5.54,99.13,11288,5812529.84,10386,2200369.84,23,3851409.32,300336.15,684452.66,777356.71,443760.99,1036240.74,262110.43,94998.76,219265.64,0.8044686142591165,0.5003639585659531,0.489893992819913,0.669531301547013,0.49476463780917607,0.6082264270202931,0.514187686059532,0.4858944983390465,0.5589230690233019
2022-06-19,2022,6,24,2,Summer,0,1,29,944048.89,97140.19,425199.7,354624.22,347992.51,337320.37,185782.11,93120.18,67353.82,1309105.94,492.41,6.11,99.15,12479,6144784.39,11052,2151504.39,24,4025176.34,247308.27,630535.5,821038.24,592061.05,1062688.89,290626.28,112119.93,144096.79,0.814671557535741,0.43755500540383285,0.4531083113902509,0.6885906182137577,0.6014578653023783,0.618387146895767,0.5450506706493291,0.5314182527675273,0.43365210116799674
2022-06-26,2022,6,25,2,Summer,0,0,0,852121.09,202902.31,516212.99,265068.1,224720.55,275578.0,207797.82,57688.04,128306.56,1371363.78,477.23,6.31,100.75,11073,5284367.79,10021,1741007.79,25,4072262.16,326556.44,705373.64,757691.05,550354.13,1019460.22,324048.33,80112.03,178740.44,0.8172909755062945,0.5275387077027177,0.5034412365993362,0.6603979662558828,0.5749244056341271,0.6015933813497821,0.5772069627587428,0.4393209075235164,0.49789336648637295
2022-07-03,2022,7,26,3,Summer,0,0,0,799348.29,142647.74,482788.56,296269.47,247876.15,332683.55,162470.87,41922.37,85680.63,1211988.67,473.73,5.51,105.35,11326,5365465.98,10814,1741145.98,26,4057158.02,305925.96,694400.65,750884.1,550570.92,1046305.7,292090.2,57944.78,148239.78,0.8164571743163752,0.5063568645624852,0.4963860069011909,0.6571522244200885,0.5750687701414416,0.6121350038738776,0.5465453665408975,0.35428703335094053,0.4420242140490864
2022-07-10,2022,7,27,3,Summer,0,0,0,795137.16,243315.72,407594.76,301563.73,257653.53,351756.18,124047.35,30943.86,121684.19,1217515.39,488.41,5.67,100.95,11065,5404256.65,10490,1863456.65,27,4040863.58,396278.7,615914.96,752094.19,560467.54,1084170.17,240883.43,42532.82,173568.11,0.8155508528442662,0.5894847712403178,0.4426661446789754,0.6577324626100784,0.5815855466093017,0.6263826551890453,0.48885750678000167,0.28082286569097914,0.4890857048950534
2022-07-17,2022,7,28,3,Summer,0,0,0,884408.22,197496.78,493851.87,387003.16,283536.56,306220.94,158405.89,104237.97,124601.5,1144281.56,480.96,4.79,104.29,12454,5989875.84,11938,2004595.84,28,4117099.08,395636.13,678626.36,838259.67,591793.71,1065140.06,254759.26,112744.53,185350.34,0.8197309250488228,0.5889741497252466,0.4860492844100795,0.6956676596050491,0.6012954615469606,0.6193109882388318,0.5056571894620576,0.5329396480557879,0.5087863693404342
2022-07-24,2022,7,29,3,Summer,0,1,39,897322.15,190503.15,417030.07,374604.46,214733.67,371346.07,214418.66,114936.71,165098.52,1158469.87,493.93,4.92,100.76,12605,6225987.65,11726,2192387.65,29,4191001.42,388321.22,620617.98,877560.26,540220.21,1116944.11,316322.37,137485.62,229971.14,0.8236408306854361,0.5830886276188962,0.44604680660199014,0.7109618413400003,0.568097675275605,0.6381533376927074,0.570124988837535,0.5866622118431657,0.5729742268420047
2022-07-31,2022,7,30,3,Summer,0,1,39,959259.6,204311.93,616066.3,411160.28,289757.36,458391.49,269423.61,96009.73,132567.5,1287416.39,526.15,5.16,99.44,14615,7689682.25,13151,3012882.25,30,4312060.73,398472.54,802251.69,937696.44,586878.47,1240252.37,395952.56,123506.85,213057.4,0.8297598471343562,0.5912204500262969,0.5610478268859499,0.732257999400301,0.5982924319411994,0.6781710477022838,0.6345531469553723,0.557800214783797,0.5504095832249106
2022-08-07,2022,8,31,3,Summer,0,1,20,949707.26,184350.72,460905.42,386433.03,266952.08,376658.22,167623.63,76145.74,138904.4,1179075.0,492.45,5.32,103.21,13048,6425487.6,11652,2250127.6,31,4399355.85,383586.99,701580.93,949050.89,589735.24,1244834.88,326004.65,100847.11,213474.49,0.8339645445819251,0.5792070579053369,0.5010151648170119,0.7360166908039794,0.6000417720831013,0.6795378926778218,0.5789686105313187,0.5023197242909655,0.55099026889307
2022-08-14,2022,8,32,3,Summer,0,0,0,952706.33,156690.0,545843.64,349689.97,206576.76,329116.11,153383.88,43481.98,143218.44,1161719.08,492.45,5.06,103.02,11878,5849321.1,10630,2048361.1,32,4472191.01,348483.49,756317.92,919120.51,530931.14,1200500.52,283785.74,63651.4,217934.51,0.8373470743250443,0.5485344196080452,0.5347654785557326,0.7259348926840848,0.5617031594466073,0.6659668390930824,0.5379544268551026,0.3782638702430061,0.5571208638556725
2022-08-21,2022,8,33,3,Summer,0,0,0,872718.0,177072.64,434668.76,370813.45,332188.59,450191.78,147663.76,98958.96,154618.5,1197801.98,499.67,5.49,99.15,12473,6232383.91,10996,2241023.91,33,4450470.81,351314.39,661564.14,922285.75,624200.72,1290542.15,261178.06,111689.24,230895.58,0.8363499984806907,0.551137757318383,0.4746088328351449,0.7270278881689551,0.6203034943048744,0.692737800369797,0.5131194316649896,0.5303638923711856,0.5741516999530393
2022-08-28,2022,8,34,3,Summer,0,0,0,865822.47,195668.21,493677.9,342411.83,276012.42,452769.05,144171.65,57994.85,113088.23,1306359.62,491.89,5.33,96.25,12737,6265202.93,11607,2189362.93,34,4426199.11,371325.4,692147.14,895783.28,619322.82,1356148.55,248642.87,80332.7,193901.68,0.8352241654089718,0.5688805244241985,0.49492337707104744,0.7176723103956909,0.6175279162011771,0.7103834081243184,0.4983670134191283,0.4400663539555765,0.5223035019317677
2022-09-04,2022,9,35,3,Monsoon,0,0,0,898298.43,142470.0,424126.84,298843.57,305626.37,405918.24,229137.74,68164.32,119341.51,1116880.61,498.65,5.93,101.71,11891,5929447.15,10646,2124327.15,35,4439257.72,328132.7,631770.98,836313.54,646253.92,1355222.23,328594.89,84230.86,187207.1,0.8358314194422298,0.5290986595418606,0.45398158072660993,0.6948797372159067,0.632490809418175,0.7101443665680028,0.581281838707488,0.45294721386163467,0.5117754141660527
2022-09-11,2022,9,36,3,Monsoon,0,0,0,963677.29,130544.28,506483.09,385139.14,304307.11,424232.15,236984.78,71489.86,117337.41,1192016.58,510.82,5.31,100.39,13061,6671820.02,11924,2492300.02,36,4515083.47,294610.63,696014.38,886927.26,659746.77,1372887.71,368422.74,88336.03,182859.89,0.8392877138689576,0.4941087089028361,0.4974305163182155,0.7144401925119152,0.6396655296085534,0.714655179311059,0.6142764460307305,0.46594671589946224,0.5047288730826718
2022-09-18,2022,9,37,3,Monsoon,0,0,0,855548.97,133474.52,447463.85,285870.49,281246.12,388679.29,196187.06,81189.3,102024.09,1229433.34,517.7,4.59,97.23,11571,5990306.7,11048,2287586.7,37,4467615.74,280779.84,656268.17,818026.85,644106.84,1349700.69,343556.15,98856.51,166025.05,0.8371378548096403,0.4784945060816752,0.4710027000917361,0.687328515758966,0.6313297148859919,0.7087136771327618,0.5942270150536144,0.4968373273559253,0.4757735343749413
2022-09-25,2022,9,38,3,Monsoon,0,0,0,813032.11,173272.0,475808.14,326528.53,383906.82,434987.93,175141.13,66894.68,97127.49,1339226.63,520.06,5.55,95.79,12333,6413899.98,11278,2467339.98,38,4387124.7,313661.92,672688.59,817344.64,738165.58,1379778.41,312563.59,86665.98,155236.26,0.8333854789463784,0.5144692630065155,0.48209863051777835,0.6870415613834094,0.6775162673445593,0.7163876298061058,0.5666058748845771,0.46072615923789,0.4557137669788065
2022-10-02,2022,10,39,4,Monsoon,1,0,0,977971.94,208177.72,520151.94,354570.95,327816.66,522461.58,267928.71,98232.98,72403.54,1321284.39,541.14,5.49,102.05,13798,7466649.72,13111,3051289.72,39,4487671.7,365008.68,721958.52,844977.73,733807.73,1488306.47,392954.15,115566.18,126736.23,0.8380517971252857,0.5634019299563217,0.5138957286199004,0.6983648454065531,0.6755726766432498,0.7417971155395143,0.6324352673022112,0.5397013675187221,0.3962730280589709
2022-10-09,2022,10,40,4,Monsoon,1,0,0,952245.03,166100.5,455957.93,386861.38,256087.65,457033.83,217249.14,81183.36,110861.46,1263861.19,511.39,5.16,102.75,13054,6675685.06,12120,2498405.06,40,4542382.39,348604.84,672545.49,893848.02,659681.9,1498848.36,374430.8,104296.6,155219.14,0.8405035863471353,0.5486465037838549,0.4820030159095942,0.7169706412498994,0.6396315321118904,0.7440886389953527,0.6188654231181824,0.511566794697446,0.4556809398623108
2022-10-16,2022,10,41,4,Monsoon,1,0,0,851119.53,171343.01,538921.73,412364.18,303465.58,498444.51,242489.91,113434.68,92403.53,1291876.69,544.69,5.54,98.2,12890,7021054.1,11598,2896254.1,41,4485025.44,345645.43,740685.38,948672.99,666290.63,1547638.36,392262.23,134294.0,146730.23,0.8379316792468068,0.5459004802561562,0.5254011390034111,0.7358928615399979,0.6430708405579352,0.7543197134422269,0.6319435117244635,0.5803833712819044,0.4389970811642278
2022-10-23,2022,10,42,4,Monsoon,1,0,0,856400.25,128170.15,493402.7,386936.53,338534.98,473423.69,192150.85,120727.92,185777.59,1476366.89,484.47,5.07,97.1,13337,6461376.39,12116,2193536.39,42,4444420.61,300992.86,715608.31,956140.33,704994.82,1556770.54,349055.74,147586.72,237133.17,0.8360705173426594,0.5010738207354011,0.5099223802867441,0.7383237860707965,0.6622672579701604,0.7561685332401246,0.5988137534854878,0.6054366742041066,0.5819535389575373
2022-10-30,2022,10,43,4,Monsoon,1,0,0,925632.89,181812.46,563921.16,355518.33,334129.71,465066.12,206993.52,96641.26,155673.0,1593996.64,541.83,5.63,95.85,13451,7288155.33,11927,2983835.33,43,4481169.37,332308.89,778603.65,929202.53,721876.86,1554805.5,346615.82,126158.6,238669.61,0.8377563904759358,0.5331929067487697,0.5477438972243426,0.7293939282384346,0.6701603713347667,0.7557724220764797,0.5967898911008268,0.5635559980145131,0.5838377794114703
2022-11-06,2022,11,44,4,Festive,1,0,0,883631.6,172998.87,508089.48,294791.29,255177.26,414296.55,166864.08,104444.42,147507.7,1192349.06,492.39,6.55,101.91,12844,6324257.16,11645,2214177.16,44,4468567.1,339153.32,741670.58,852312.81,652209.53,1502660.4,305510.41,129676.14,231042.06,0.8371813944126641,0.5397834106000368,0.5259977147107024,0.7012699984766285,0.6356834157507293,0.7449100358603761,0.5598682865345475,0.5709815366636888,0.5743377643504498
2022-11-13,2022,11,45,4,Festive,1,0,0,734517.7,132871.08,517955.15,305972.87,340070.25,404604.28,221572.05,144801.5,130281.9,1218563.81,494.36,4.78,95.98,12658,6257608.88,11825,2207048.88,45,4309371.38,302447.74,740456.32,817360.55,698785.49,1456466.56,343776.21,170736.73,211146.62,0.8296276148174255,0.502640934397321,0.5252623103908045,0.6870482578832481,0.6592928131828868,0.734693318299089,0.5944122784539901,0.6430089318655987,0.5477329699764163
2022-11-20,2022,11,46,4,Festive,1,0,0,882488.7,100399.24,600570.4,295800.54,213478.57,338147.86,207599.85,61591.02,152437.31,1329744.39,497.6,5.29,111.21,12000,5971200.0,10629,2131200.0,46,4329985.8,251623.11,822707.3,786216.87,597810.59,1357674.45,345110.34,95738.37,226338.63,0.8306370275425234,0.44309631828799206,0.5721763754751247,0.6735310637613158,0.6049275595201486,0.7107765642054349,0.5955323441111499,0.4880257574361164,0.5682931114686621
2022-11-27,2022,11,47,4,Festive,1,0,0,909715.07,126341.83,635952.66,288402.37,339580.91,369356.3,174728.41,59240.93,125097.26,1363314.73,495.63,5.23,97.95,12846,6366862.98,11516,2256142.98,47,4373703.71,252153.38,882764.85,760132.49,668376.74,1319728.42,312772.54,78388.6,204315.78,0.832746355265047,0.44377174505442984,0.6028995528600208,0.661551397647317,0.6441464003667347,0.7007702032562503,0.5668027908753734,0.4334372410066431,0.5379398975347922
2022-12-04,2022,12,48,4,Festive,1,0,0,830862.87,152174.68,568355.4,292048.66,224976.09,417560.89,175363.87,106784.89,154116.39,1444436.35,501.72,5.33,87.87,12466,6254441.52,11350,2265321.52,48,4329825.84,278251.37,833184.85,748128.16,592583.29,1341370.78,300472.89,122462.61,225626.91,0.8306292317204989,0.47556078324749257,0.5777430840616687,0.6558254935843375,0.6017748399661333,0.7065362818321543,0.5549461853067853,0.5554952038459361,0.5673656659488225
2022-12-11,2022,12,49,4,Festive,1,0,0,919777.23,222799.57,524267.43,294568.83,271578.7,333759.69,251038.53,137599.33,154166.74,1243064.04,488.4,5.91,99.85,12860,6280824.0,12327,2165624.0,49,4383637.9,361925.26,774222.89,743445.72,597499.51,1272719.24,371227.69,162091.85,233136.16,0.8332198095081107,0.5606872839579123,0.5452268054183302,0.6535544652305671,0.6047409523060167,0.6876828982110799,0.6164307029329655,0.6297844606940477,0.5769826425881085
2022-12-18,2022,12,50,4,Festive,1,0,0,995792.94,242575.9,524269.27,298860.02,328381.44,330696.7,262967.54,82166.31,118610.1,1222426.92,516.6,5.72,99.63,13059,6746279.4,12312,2567399.4,50,4502703.26,423538.53,756536.14,744927.45,657006.17,1221600.17,411458.61,114584.68,200207.76,0.8387314047074401,0.6102398721486062,0.534894668129953,0.654275425535314,0.638225075305151,0.672523064560772,0.6451750295579802,0.5373697633133167,0.5318763412062835
2022-12-25,2022,12,51,4,Festive,1,0,0,940415.38,178084.87,507717.75,364097.23,285958.51,374784.3,199113.55,131823.34,115694.65,1366570.46,488.94,5.84,105.56,13122,6415870.68,12317,2216830.68,51,4542577.99,389854.13,734678.59,811053.7,647311.9,1229904.42,363697.0,154740.28,185767.36,0.8405122449537542,0.5843331585217258,0.5217450242273333,0.6843773017337134,0.6330609623004659,0.6750545143067799,0.6105993426401646,0.6178035312633332,0.509460357029514
2023-01-01,2023,1,52,1,Winter,0,0,0,788848.22,160728.44,451628.86,248793.92,281328.8,311254.55,182576.87,79270.51,150873.38,1168991.91,513.11,5.51,101.44,10196,5231669.56,9067,1968949.56,52,4422910.61,355655.51,672032.44,735426.14,637350.35,1172187.64,328055.67,110218.57,215891.96,0.8350706760030194,0.5550840497808264,0.48166005674107826,0.649614975955731,0.6276405274735608,0.6568811159618282,0.5808020820614546,0.5267306720822301,0.5543310095202356
2023-01-08,2023,1,1,1,Winter,0,0,0,813538.31,186724.31,469273.22,272967.66,275269.91,321625.46,194826.31,60269.94,118780.78,1311206.52,530.55,4.97,95.83,11449,6074266.95,10790,2410586.95,53,4351866.8,364552.06,670882.95,714223.34,625812.6,1142156.81,326048.58,82313.65,194342.97,0.8316980394800831,0.5630016058567953,0.4808907676463882,0.6388878108579054,0.6212141994251069,0.6468691443931592,0.5790080247881959,0.4466793777699893,0.5229840806089777
2023-01-15,2023,1,2,1,Winter,0,0,0,858732.77,178909.0,570810.74,250599.22,309404.32,260132.68,189666.76,53163.82,95928.68,1258483.18,492.86,5.05,98.57,11476,5656061.36,10820,1983741.36,54,4340226.21,361185.03,772075.63,679133.23,653601.25,1059642.45,320086.19,69626.55,163948.72,0.8311349135088058,0.5600315917559247,0.5439869717394215,0.6200910633123154,0.636423573212449,0.6172347761035353,0.57360020693295,0.40173848111815613,0.47200835179790274
2023-01-22,2023,1,3,1,Winter,0,0,0,893228.61,210279.23,473355.85,382343.65,304482.93,396862.19,137399.81,94483.66,107981.59,1266645.52,515.89,5.8,101.64,12422,6408385.58,11529,2433345.58,55,4365409.58,390871.75,704978.54,789823.59,663963.62,1138611.9,265434.29,108408.97,165363.64,0.8323494155611268,0.5851560490178792,0.5031891191676073,0.6751392702594664,0.6418653846182467,0.645661075993063,0.5179641834025333,0.5221890945717026,0.47457896083853496
